1110100 - Hammer-Head - 1 - 500 - 250 - hpp,66; 
3020501 - LightningShot(+1) - 30 - 3700 - 1850 - 
3020601 - HeloBlazer(+1) - 30 - 3700 - 1850 - 
3020402 - PaletteGun(+2) - 30 - 3800 - 1900 - 
3020502 - LightningShot(+2) - 30 - 3800 - 1900 - 
3020602 - HeloBlazer(+2) - 30 - 3800 - 1900 - 
3020403 - PaletteGun(+3) - 30 - 3900 - 1950 - 
3020503 - LightningShot(+3) - 30 - 3900 - 1950 - 
3020603 - HeloBlazer(+3) - 30 - 3900 - 1950 - 
3020700 - AuraBlazer - 60 - 16000 - 8000 - 
3020801 - Launcher(+1) - 60 - 15000 - 7500 - 
3020901 - PolarSpike(+1) - 60 - 15000 - 7500 - 
3021001 - ShockSpike(+1) - 60 - 15000 - 7500 - 
3020802 - Launcher(+2) - 60 - 16000 - 8000 - 
3020902 - PolarSpike(+2) - 60 - 16000 - 8000 - 
3021002 - ShockSpike(+2) - 60 - 16000 - 8000 - 
3020803 - Launcher(+3) - 60 - 17000 - 0 - 
3020903 - PolarSpike(+3) - 60 - 17000 - 0 - 
3021003 - ShockSpike(+3) - 60 - 17000 - 0 - 
3010100 - Bi-pad - 1 - 1400 - 700 - crit,10; evade,7; spectrans,8; 
3010150 - 에메럴드(1등) - 1 - 10 - 5 - 
3010160 - 금(2등) - 1 - 10 - 5 - 
3010170 - 은(3등) - 1 - 10 - 5 - 
3010180 - 동(4등) - 1 - 10 - 5 - 
3010190 - IceMini-Bot - 1 - 10 - 5 - crit,120; evade,150; spectrans,100; 
3010191 - IceMini-Bot - 1 - 10 - 5 - crit,120; evade,150; spectrans,100; 
3010192 - IceMini-Bot - 1 - 10 - 5 - crit,120; evade,150; spectrans,100; 
3010201 - Bislider(+1) - 1 - 1300 - 650 - spectrans,19; 
3010301 - Spike-Sat(+1) - 1 - 1300 - 650 - crit,20; 
3010401 - Sat-Aux(+1) - 1 - 1300 - 650 - evade,16; 
3010202 - Bislider(+2) - 1 - 1400 - 700 - spectrans,38; 
3010302 - Spike-Sat(+2) - 1 - 1400 - 700 - crit,40; 
3010402 - Sat-Aux(+2) - 1 - 1400 - 700 - evade,32; 
3010203 - Bislider(+3) - 1 - 1500 - 750 - spectrans,57; 
3010303 - Spike-Sat(+3) - 1 - 1500 - 750 - crit,60; 
3010403 - Sat-Aux(+3) - 1 - 1500 - 750 - evade,48; 
3010500 - Mini-Bit - 30 - 8500 - 4250 - crit,40; evade,32; spectrans,38; 
3010601 - Orbiter(+1) - 30 - 8400 - 4200 - spectrans,76; 
3010701 - Mozap(+1) - 30 - 8400 - 4200 - crit,80; 
3010801 - Hi-Comm(+1) - 30 - 8400 - 4200 - evade,64; 
3010602 - Orbiter(+2) - 30 - 8500 - 4250 - spectrans,95; 
3010702 - Mozap(+2) - 30 - 8500 - 4250 - crit,100; 
3010802 - Hi-Comm(+2) - 30 - 8500 - 4250 - evade,80; 
3010603 - Orbiter(+3) - 30 - 8600 - 4300 - spectrans,144; 
3010703 - Mozap(+3) - 30 - 8600 - 4300 - crit,120; 
3010803 - Hi-Comm(+3) - 30 - 8600 - 4300 - evade,96; 
3010900 - Micro-Sat - 60 - 35000 - 17500 - crit,70; evade,56; spectrans,66; 
3030100 - Cyclone - 1 - 6800 - 3400 - crit,10; evade,7; spectrans,8; 
3030111 - Cyclone(+1) - 1 - 100 - 50 - spectrans,19; 
3030121 - Cyclone(+1) - 1 - 100 - 50 - crit,20; 
3030131 - Cyclone(+1) - 1 - 100 - 50 - evade,16; 
3030112 - Cyclone(+2) - 1 - 200 - 100 - spectrans,38; 
3030122 - Cyclone(+2) - 1 - 200 - 100 - crit,40; 
3030132 - Cyclone(+2) - 1 - 200 - 100 - evade,32; 
3030113 - Cyclone(+3) - 1 - 300 - 150 - spectrans,57; 
3030123 - Cyclone(+3) - 1 - 300 - 150 - crit,60; 
3030133 - Cyclone(+3) - 1 - 300 - 150 - evade,48; 
3030200 - Circler - 30 - 43000 - 21500 - crit,40; evade,32; spectrans,38; 
3030211 - Circler(+1) - 30 - 100 - 50 - spectrans,76; 
3030221 - Circler(+1) - 30 - 100 - 50 - crit,80; 
3030231 - Circler(+1) - 30 - 100 - 50 - evade,64; 
3030212 - Circler(+2) - 30 - 200 - 100 - spectrans,95; 
3030222 - Circler(+2) - 30 - 200 - 100 - crit,100; 
3030232 - Circler(+2) - 30 - 200 - 100 - evade,80; 
3030213 - Circler(+3) - 30 - 300 - 150 - spectrans,144; 
3030223 - Circler(+3) - 30 - 300 - 150 - crit,120; 
3030233 - Circler(+3) - 30 - 300 - 150 - evade,96; 
3030300 - Spark - 60 - 172000 - 86000 - crit,70; evade,56; spectrans,66; 
3030311 - Spark(+1) - 60 - 100 - 50 - spectrans,133; 
3030321 - Spark(+1) - 60 - 100 - 50 - crit,140; 
3030331 - Spark(+1) - 60 - 100 - 50 - evade,112; 
3030312 - Spark(+2) - 60 - 200 - 100 - spectrans,152; 
3030322 - Spark(+2) - 60 - 200 - 100 - crit,160; 
3030332 - Spark(+2) - 60 - 200 - 100 - evade,128; 
3030313 - Spark(+3) - 60 - 300 - 150 - spectrans,175; 
3030323 - Spark(+3) - 60 - 300 - 150 - crit,187; 
3030333 - Spark(+3) - 60 - 300 - 150 - evade,146; 
